train_wall_time,train_wall_time_per_batch,val_clean_wall_time,val_clean_wall_time_per_batch,test_clean_wall_time,test_clean_wall_time_per_batch
343.0413513183594,0.3430413513183594,637.8787803649902,6.378787803649902,,
348.157630443573,0.348157630443573,489.75343918800354,4.897534391880035,,
348.2831382751465,0.3482831382751465,453.84797406196594,4.5384797406196595,,
346.8812837600708,0.3468812837600708,436.22897839546204,4.36228978395462,,
343.8560390472412,0.3438560390472412,428.1366755962372,4.281366755962372,,
346.93629908561707,0.3469362990856171,420.7931983470917,4.207931983470917,,
347.03772950172424,0.34703772950172423,417.9156551361084,4.179156551361084,,
347.59970903396606,0.3475997090339661,415.47350025177,4.1547350025177,,
348.744588136673,0.348744588136673,409.9585292339325,4.099585292339325,,
347.82553720474243,0.3478255372047424,410.32829570770264,4.103282957077027,,
353.7005138397217,0.3537005138397217,408.81552624702454,4.088155262470245,,
354.19896245002747,0.35419896245002747,408.9566743373871,4.0895667433738705,,
353.2511856555939,0.3532511856555939,407.4836301803589,4.074836301803589,,
351.86754274368286,0.35186754274368287,406.87586545944214,4.068758654594421,,
354.86289858818054,0.35486289858818054,409.9987289905548,4.099987289905548,,
352.6863691806793,0.3526863691806793,403.57315731048584,4.035731573104858,,
347.71935963630676,0.34771935963630674,404.7124662399292,4.047124662399292,,
347.07005047798157,0.34707005047798156,406.2786102294922,4.062786102294922,,
345.4587392807007,0.3454587392807007,403.94883918762207,4.039488391876221,,
343.63782238960266,0.34363782238960267,405.14094376564026,4.051409437656402,,
349.4756269454956,0.3494756269454956,403.99040484428406,4.039904048442841,,
345.6793088912964,0.3456793088912964,404.05498003959656,4.040549800395966,,
344.7576711177826,0.3447576711177826,404.84304547309875,4.048430454730988,,
347.57055497169495,0.3475705549716949,404.1631238460541,4.041631238460541,,
347.3869745731354,0.3473869745731354,405.20293521881104,4.052029352188111,,
345.0784707069397,0.3450784707069397,404.2886919975281,4.042886919975281,,
357.09710335731506,0.35709710335731504,405.0585548877716,4.0505855488777165,,
355.09251642227173,0.35509251642227174,405.84381341934204,4.058438134193421,,
357.14043521881104,0.35714043521881106,406.8830988407135,4.068830988407135,,
356.49685645103455,0.35649685645103457,406.62262415885925,4.066226241588592,,
356.7240912914276,0.3567240912914276,403.65281343460083,4.036528134346009,,
347.821325302124,0.347821325302124,403.391135931015,4.03391135931015,,
346.6686065196991,0.3466686065196991,404.9769456386566,4.049769456386566,,
349.75555062294006,0.34975555062294006,402.2258367538452,4.022258367538452,,
350.7853226661682,0.3507853226661682,403.75471568107605,4.037547156810761,,
346.6040778160095,0.34660407781600955,402.641033411026,4.02641033411026,,
348.7726078033447,0.34877260780334474,404.765743970871,4.0476574397087095,,
350.0687928199768,0.3500687928199768,406.390909910202,4.063909099102021,,
349.15147042274475,0.34915147042274475,408.72629618644714,4.087262961864472,,
356.59337854385376,0.35659337854385376,405.39965558052063,4.053996555805206,,
356.43998169898987,0.3564399816989899,405.72631001472473,4.057263100147248,407.1634738445282,4.071634738445282
