learner_rate,train_wall_time,train_wall_time_per_batch,train_loss,val_clean_map,val_clean_map_50,val_clean_map_75,val_clean_map_small,val_clean_map_medium,val_clean_map_large,val_clean_mar_1,val_clean_mar_10,val_clean_mar_100,val_clean_mar_small,val_clean_mar_medium,val_clean_mar_large,val_clean_map_per_class,val_clean_mar_100_per_class,val_clean_wall_time,val_clean_wall_time_per_batch,val_clean_loss,val_loss,test_clean_map,test_clean_map_50,test_clean_map_75,test_clean_map_small,test_clean_map_medium,test_clean_map_large,test_clean_mar_1,test_clean_mar_10,test_clean_mar_100,test_clean_mar_small,test_clean_mar_medium,test_clean_mar_large,test_clean_map_per_class,test_clean_mar_100_per_class,test_clean_wall_time,test_clean_wall_time_per_batch,test_clean_loss
1e-05,343.0413513183594,0.3430413513183594,6.608641351103783,0.6493503451347351,0.9886777400970459,0.7766984701156616,0.7347257733345032,0.62227863073349,0.5781782865524292,0.6819075345993042,0.7213414311408997,0.7213414311408997,0.8009106516838074,0.7020238637924194,0.7335548400878906,"[0.6792504787445068, 0.6411066651344299, 0.6584124565124512, 0.6463416814804077, 0.6444112062454224, 0.6560078859329224, 0.6378451585769653, 0.6428468823432922, 0.6806064248085022, 0.6434371471405029, 0.6877883076667786, 0.6110827922821045, 0.6249836683273315, 0.6408607959747314, 0.6749542951583862, 0.6196691393852234]","[0.7393701672554016, 0.7137349843978882, 0.7250000238418579, 0.7235431671142578, 0.7201072573661804, 0.7266666293144226, 0.7172588109970093, 0.7156097888946533, 0.7388297319412231, 0.7155172228813171, 0.7455470561981201, 0.6974747776985168, 0.7032338380813599, 0.7164974212646484, 0.7482573390007019, 0.6948148012161255]",637.8787803649902,6.378787803649902,1.8916185915470123,1.8916185915470123,,,,,,,,,,,,,,,,,
1e-05,348.157630443573,0.348157630443573,1.763265004515648,0.7459650039672852,0.9949227571487427,0.9397758841514587,0.7823379039764404,0.7244750261306763,0.7400412559509277,0.7550033330917358,0.7973865270614624,0.7973865270614624,0.843268871307373,0.7864617705345154,0.8089008331298828,"[0.7624582052230835, 0.7437178492546082, 0.7451701760292053, 0.7530378699302673, 0.7399261593818665, 0.7429084181785583, 0.7483087778091431, 0.7480111122131348, 0.766714870929718, 0.7380037903785706, 0.773276686668396, 0.7197182178497314, 0.7326660752296448, 0.7399840354919434, 0.755031406879425, 0.7265062928199768]","[0.804724395275116, 0.7934939861297607, 0.7947059273719788, 0.8083915710449219, 0.7983914613723755, 0.7994666695594788, 0.7967005372047424, 0.7980487942695618, 0.8095744848251343, 0.7923645377159119, 0.8129770159721375, 0.778030276298523, 0.7840796113014221, 0.796446681022644, 0.811528205871582, 0.7792592644691467]",489.75343918800354,4.897534391880035,1.1569488388299942,1.1569488388299942,,,,,,,,,,,,,,,,,
1e-05,348.2831382751465,0.3482831382751465,1.2234663771390915,0.7889481782913208,0.9967238903045654,0.9741190075874329,0.8064774870872498,0.7725445628166199,0.712272047996521,0.7881523370742798,0.831830620765686,0.831830620765686,0.8625668287277222,0.8250821232795715,0.8126239776611328,"[0.8062770962715149, 0.7868175506591797, 0.7869275212287903, 0.7957579493522644, 0.7919847965240479, 0.7874165177345276, 0.7817166447639465, 0.79262375831604, 0.8120102882385254, 0.7801985144615173, 0.8022238612174988, 0.7693765163421631, 0.7708644866943359, 0.7850568890571594, 0.7883031368255615, 0.7856153845787048]","[0.8422572016716003, 0.8286746740341187, 0.8255882263183594, 0.8426572680473328, 0.8388740420341492, 0.8322666883468628, 0.8296953439712524, 0.8300000429153442, 0.844680905342102, 0.8246305584907532, 0.839694619178772, 0.8159090876579285, 0.8189054727554321, 0.8302030563354492, 0.838337779045105, 0.8269136548042297]",453.84797406196594,4.5384797406196595,0.9039910072088242,0.9039910072088242,,,,,,,,,,,,,,,,,
1e-05,346.8812837600708,0.3468812837600708,0.9880689569711685,0.8146243691444397,0.99803227186203,0.9843464493751526,0.8264092803001404,0.7990189790725708,0.7805877327919006,0.8080844879150391,0.8529208898544312,0.8529208898544312,0.8794377446174622,0.8470609784126282,0.8402436971664429,"[0.8273001313209534, 0.8119366765022278, 0.8096063733100891, 0.8274203538894653, 0.8160029053688049, 0.8134386539459229, 0.8048455715179443, 0.8078248500823975, 0.8450097441673279, 0.8071745038032532, 0.8358743786811829, 0.7905107736587524, 0.7992412447929382, 0.8076947927474976, 0.8218209743499756, 0.8082888126373291]","[0.8598424792289734, 0.8445783853530884, 0.8461764454841614, 0.8641025424003601, 0.8544235229492188, 0.853600025177002, 0.8487308621406555, 0.8470731973648071, 0.8726063966751099, 0.8475369215011597, 0.8692113161087036, 0.8388888239860535, 0.8415423631668091, 0.8494924306869507, 0.8630026578903198, 0.8459259867668152]",436.22897839546204,4.36228978395462,0.7635542070865631,0.7635542070865631,,,,,,,,,,,,,,,,,
1e-05,343.8560390472412,0.3438560390472412,0.8418736329078674,0.8319780826568604,0.9982725977897644,0.9868584871292114,0.8275172114372253,0.8229207992553711,0.7909659147262573,0.8228338360786438,0.86860191822052,0.86860191822052,0.8842632174491882,0.8653653860092163,0.8578599691390991,"[0.846305787563324, 0.8312949538230896, 0.819647490978241, 0.8392757773399353, 0.8334603309631348, 0.8273785710334778, 0.8236948251724243, 0.8313602209091187, 0.851443350315094, 0.8226097822189331, 0.8477124571800232, 0.8234006762504578, 0.8246633410453796, 0.8299024701118469, 0.8349225521087646, 0.8245766758918762]","[0.8779527544975281, 0.8633735775947571, 0.8570588827133179, 0.874592125415802, 0.8750670552253723, 0.8693333864212036, 0.8639593124389648, 0.8658536672592163, 0.8792554140090942, 0.8593595623970032, 0.8839694857597351, 0.8643938899040222, 0.8619402647018433, 0.8680203557014465, 0.8739947080612183, 0.8595062494277954]",428.1366755962372,4.281366755962372,0.6644341868162155,0.6644341868162155,,,,,,,,,,,,,,,,,
1e-05,346.93629908561707,0.3469362990856171,0.744436432659626,0.8445045948028564,0.9985436201095581,0.9881795644760132,0.8507575988769531,0.8321095705032349,0.8010262846946716,0.8324655294418335,0.8789407014846802,0.8789407014846802,0.8957293629646301,0.8752166032791138,0.8725330233573914,"[0.861351728439331, 0.8401457071304321, 0.8407077193260193, 0.8600572347640991, 0.8478734493255615, 0.8435074687004089, 0.8399744033813477, 0.8353720307350159, 0.8678991198539734, 0.834855318069458, 0.8534716963768005, 0.8295489549636841, 0.8304018974304199, 0.8389775156974792, 0.8516680002212524, 0.836262583732605]","[0.8913386464118958, 0.8718072175979614, 0.8744117617607117, 0.8941725492477417, 0.8828418850898743, 0.8824000358581543, 0.8776648640632629, 0.8709756135940552, 0.8957446217536926, 0.871921181678772, 0.885241687297821, 0.8654040098190308, 0.8679103851318359, 0.875634491443634, 0.8847185373306274, 0.87086421251297]",420.7931983470917,4.207931983470917,0.5963598656654358,0.5963598656654358,,,,,,,,,,,,,,,,,
1e-05,347.03772950172424,0.34703772950172423,0.6663341785669327,0.8553635478019714,0.9986222982406616,0.9901659488677979,0.8544076085090637,0.8464108109474182,0.8429502248764038,0.8411933779716492,0.888543963432312,0.888543963432312,0.9012497663497925,0.885452151298523,0.9030477404594421,"[0.8711593151092529, 0.8498538136482239, 0.8497508764266968, 0.8737755417823792, 0.8513332605361938, 0.8540599346160889, 0.8493654131889343, 0.8460825085639954, 0.8765552639961243, 0.8514434099197388, 0.8695242404937744, 0.839960515499115, 0.8452619314193726, 0.8478763103485107, 0.8595629930496216, 0.8502517342567444]","[0.8992125391960144, 0.8812047839164734, 0.8820587992668152, 0.904895007610321, 0.8890080451965332, 0.8925334215164185, 0.8837563395500183, 0.8797560930252075, 0.9061170816421509, 0.8830049633979797, 0.9007633924484253, 0.876767635345459, 0.8808457255363464, 0.8822334408760071, 0.8903485536575317, 0.8841975331306458]",417.9156551361084,4.179156551361084,0.5450297978520393,0.5450297978520393,,,,,,,,,,,,,,,,,
1e-05,347.59970903396606,0.3475997090339661,0.6069167620539665,0.8652307987213135,0.9987046718597412,0.9922058582305908,0.8686894774436951,0.8540433049201965,0.8377633690834045,0.848838210105896,0.8968244791030884,0.8968244791030884,0.9034526944160461,0.8953183889389038,0.8965420722961426,"[0.8840430378913879, 0.856723964214325, 0.8595452904701233, 0.8794601559638977, 0.8696848750114441, 0.869533896446228, 0.8605140447616577, 0.8645773530006409, 0.876846969127655, 0.8516436815261841, 0.874872624874115, 0.8531644344329834, 0.8535202741622925, 0.8653859496116638, 0.870014488697052, 0.8541620969772339]","[0.9089239239692688, 0.8896385431289673, 0.8885294198989868, 0.9118881225585938, 0.9040215611457825, 0.902400016784668, 0.8908628225326538, 0.892926812171936, 0.9055851101875305, 0.885960578918457, 0.9066158533096313, 0.8835857510566711, 0.8895522356033325, 0.89593905210495, 0.9021447896957397, 0.8906172513961792]",415.47350025177,4.1547350025177,0.5012883540987968,0.5012883540987968,,,,,,,,,,,,,,,,,
1e-05,348.744588136673,0.348744588136673,0.5610549989044666,0.8682711720466614,0.9987165927886963,0.9942880272865295,0.8716724514961243,0.860476553440094,0.8239417672157288,0.8509570956230164,0.8992633819580078,0.8992633819580078,0.9072216153144836,0.897692859172821,0.8846677541732788,"[0.8887538313865662, 0.864170253276825, 0.8622487187385559, 0.8826935887336731, 0.8758140802383423, 0.8708863854408264, 0.859607458114624, 0.8588579297065735, 0.8837628960609436, 0.8588826656341553, 0.8798075318336487, 0.853722095489502, 0.8546754717826843, 0.8663507699966431, 0.8706496953964233, 0.861455500125885]","[0.9136483073234558, 0.8959035873413086, 0.8905882835388184, 0.9111889004707336, 0.9099196195602417, 0.8991999626159668, 0.8918781280517578, 0.8917073011398315, 0.9127659797668457, 0.890886664390564, 0.9106870889663696, 0.8883837461471558, 0.8888059854507446, 0.8974618911743164, 0.9016085863113403, 0.8935802578926086]",409.9585292339325,4.099585292339325,0.47448977023363115,0.47448977023363115,,,,,,,,,,,,,,,,,
1e-05,347.82553720474243,0.3478255372047424,0.5256074099540711,0.8755810260772705,0.9987363219261169,0.9949003458023071,0.8764186501502991,0.8664987683296204,0.8598050475120544,0.857434093952179,0.9058691263198853,0.9058691263198853,0.9089080691337585,0.9055326581001282,0.9047025442123413,"[0.886831521987915, 0.8684390783309937, 0.8681274056434631, 0.8849843740463257, 0.8687288165092468, 0.8851821422576904, 0.8724861145019531, 0.8650388121604919, 0.8875119686126709, 0.8660780191421509, 0.8950470685958862, 0.8659082055091858, 0.8639672994613647, 0.8797085285186768, 0.8829626441001892, 0.8682936429977417]","[0.912335991859436, 0.8978313207626343, 0.899117648601532, 0.9135198593139648, 0.903753399848938, 0.9154666662216187, 0.903045654296875, 0.8987805247306824, 0.916223406791687, 0.8975369334220886, 0.9201017618179321, 0.8967171907424927, 0.8975124359130859, 0.909136950969696, 0.9123323559761047, 0.9004939198493958]",410.32829570770264,4.103282957077027,0.4493265959620476,0.4493265959620476,,,,,,,,,,,,,,,,,
